0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	51
52	52
53	53
54	54
55	55
56	56
57	57
58	58
59	59
60	60
61	61
62	62
63	63
64	64
65	65
66	66
67	67
68	68
69	69
70	70
71	71
72	72
73	73
74	74
75	75
76	76
77	77
78	78
79	79
80	80
81	81
82	82
83	83
84	84
85	85
86	86
87	87
88	88
89	89
90	90
91	91
92	92
93	93
94	94
95	95
96	96
101	97
102	98
103	99
105	100
106	101
107	102
108	103
109	104
110	105
111	106
112	107
113	108
114	109
115	110
116	111
117	112
118	113
119	114
120	115
121	116
122	117
123	118
124	119
125	120
126	121
127	122
128	123
129	124
130	125
131	126
132	127
133	128
134	129
135	130
136	131
137	132
138	133
139	134
140	135
141	136
142	137
143	138
144	139
145	140
146	141
147	142
148	143
149	144
150	145
151	146
152	147
153	148
154	149
155	150
156	151
157	152
158	153
159	154
160	155
161	156
162	157
163	158
164	159
165	160
166	161
167	162
168	163
169	164
170	165
171	166
172	167
173	168
174	169
175	170
176	171
177	172
178	173
179	174
180	175
190	176
191	177
192	178
193	179
194	180
195	181
196	182
197	183
198	184
199	185
200	186
201	187
202	188
203	189
204	190
205	191
206	192
207	193
208	194
209	195
210	196
211	197
212	198
213	199
214	200
215	201
216	202
217	203
218	204
219	205
220	206
221	207
222	208
223	209
224	210
225	211
226	212
227	213
228	214
229	215
230	216
231	217
232	218
233	219
234	220
235	221
236	222
237	223
238	224
239	225
240	226
241	227
242	228
243	229
244	230
245	231
246	232
247	233
248	234
249	235
250	236
251	237
252	238
253	239
254	240
255	241
256	242
257	243
258	244
259	245
260	246
261	247
262	248
263	249
264	250
265	251
266	252
267	253
268	254
269	255
270	256
271	257
272	258
273	259
274	260
275	261
276	262
277	263
278	264
279	265
280	266
281	267
282	268
283	269
284	270
285	271
286	272
287	273
288	274
289	275
290	276
291	277
292	278
293	279
294	280
295	281
296	282
297	283
298	284
299	285
300	286
301	287
302	288
303	289
304	290
305	291
306	292
307	293
308	294
309	295
310	296
311	297
312	298
313	299
314	300
315	301
316	302
317	303
318	304
319	305
320	306
321	307
322	308
323	309
324	310
325	311
326	312
327	313
328	314
329	315
330	316
331	317
332	318
333	319
334	320
335	321
336	322
337	323
338	324
339	325
340	326
341	327
342	328
343	329
344	330
345	331
346	332
347	333
348	334
349	335
350	336
351	337
352	338
353	339
354	340
355	341
356	342
357	343
358	344
359	345
360	346
361	347
362	348
363	349
364	350
365	351
366	352
367	353
368	354
369	355
370	356
371	357
372	358
373	359
374	360
375	361
376	362
377	363
378	364
379	365
380	366
381	367
382	368
383	369
384	370
385	371
386	372
387	373
388	374
389	375
390	376
391	377
392	378
393	379
395	380
396	381
397	382
398	383
