1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	39
41	40
42	41
43	42
44	43
45	44
46	45
47	46
48	47
49	48
50	49
51	50
52	51
53	52
54	53
55	54
56	55
57	56
58	57
59	58
60	59
61	60
62	61
63	62
64	63
65	64
66	65
67	66
68	67
69	68
70	69
71	70
72	71
73	72
74	73
75	74
76	75
77	76
78	77
79	78
80	79
81	80
82	81
83	82
84	83
85	84
86	85
87	86
88	87
89	88
90	89
91	90
92	91
93	92
94	93
95	94
96	95
97	96
98	97
99	98
100	99
101	100
102	101
103	102
104	103
105	104
106	105
107	106
108	107
109	108
110	109
111	110
112	111
113	112
114	113
115	114
122	115
123	116
124	117
126	118
127	119
128	120
129	121
130	122
131	123
132	124
133	125
134	126
135	127
136	128
137	129
138	130
139	131
140	132
141	133
142	134
143	135
145	136
146	137
150	138
151	139
152	140
153	141
154	142
155	143
156	144
157	145
158	146
159	147
160	148
161	149
162	150
163	151
164	152
165	153
166	154
167	155
168	156
169	157
170	158
171	159
172	160
173	161
174	162
175	163
176	164
177	165
178	166
179	167
180	168
181	169
182	170
183	171
184	172
185	173
186	174
187	175
188	176
189	177
190	178
191	179
192	180
193	181
194	182
195	183
196	184
197	185
198	186
199	187
200	188
201	189
202	190
203	191
204	192
205	193
206	194
207	195
208	196
209	197
210	198
211	199
212	200
213	201
214	202
215	203
216	204
217	205
218	206
219	207
220	208
221	209
222	210
223	211
224	212
225	213
226	214
227	215
228	216
229	217
230	218
231	219
232	220
233	221
234	222
235	223
236	224
237	225
238	226
239	227
240	228
241	229
242	230
243	231
244	232
245	233
246	234
247	235
248	236
249	237
250	238
251	239
252	240
253	241
254	242
255	243
256	244
257	245
258	246
259	247
260	248
261	249
262	250
263	251
264	252
265	253
266	254
267	255
268	256
269	257
270	258
271	259
272	260
273	261
274	262
275	263
276	264
277	265
278	266
279	267
280	268
281	269
282	270
283	271
284	272
285	273
286	274
287	275
288	276
289	277
290	278
291	279
292	280
293	281
294	282
295	283
296	284
297	285
298	286
299	287
300	288
301	289
302	290
303	291
304	292
305	293
306	294
307	295
308	296
309	297
310	298
311	299
312	300
313	301
314	302
315	303
316	304
317	305
