0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
48	48
49	49
50	50
55	51
56	52
57	53
58	54
59	55
60	56
61	57
62	58
63	59
64	60
65	61
66	62
67	63
68	64
69	65
70	66
71	67
72	68
73	69
74	70
75	71
76	72
77	73
78	74
79	75
80	76
81	77
82	78
83	79
84	80
85	81
86	82
87	83
88	84
89	85
90	86
91	87
92	88
93	89
94	90
95	91
96	92
97	93
98	94
99	95
100	96
101	97
102	98
103	99
104	100
105	101
106	102
107	103
108	104
109	105
110	106
111	107
112	108
113	109
114	110
115	111
116	112
117	113
118	114
119	115
120	116
121	117
122	118
123	119
124	120
125	121
126	122
127	123
128	124
129	125
130	126
131	127
132	128
133	129
134	130
