5	0
6	1
7	2
8	3
9	4
10	5
11	6
12	7
13	8
14	9
15	10
16	11
17	12
18	13
19	14
20	15
21	16
22	17
23	18
24	19
25	20
26	21
27	22
28	23
29	24
30	25
31	26
32	27
33	28
34	29
35	30
36	31
37	32
38	33
39	34
40	35
41	36
42	37
43	38
44	39
45	40
46	41
47	42
48	43
49	44
50	45
51	46
52	47
53	48
54	49
55	50
56	51
57	52
58	53
59	54
60	55
61	56
62	57
63	58
64	59
65	60
66	61
67	62
68	63
69	64
70	65
71	66
72	67
73	68
74	69
75	70
76	71
77	72
78	73
79	74
80	75
81	76
82	77
83	78
84	79
85	80
86	81
87	82
88	83
89	84
90	85
91	86
92	87
93	88
94	89
95	90
96	91
97	92
98	93
99	94
100	95
101	96
102	97
103	98
104	99
105	100
106	101
107	102
108	103
109	104
110	105
111	106
112	107
113	108
114	109
115	110
116	111
123	112
124	113
125	114
126	115
127	116
128	117
129	118
130	119
131	120
132	121
133	122
134	123
135	124
136	125
137	126
138	127
139	128
140	129
141	130
142	131
143	132
144	133
145	134
146	135
147	136
148	137
149	138
150	139
151	140
152	141
154	142
155	143
156	144
157	145
158	146
159	147
160	148
161	149
162	150
163	151
164	152
165	153
166	154
167	155
168	156
169	157
170	158
171	159
172	160
173	161
174	162
175	163
176	164
178	165
179	166
180	167
182	168
184	169
185	170
186	171
187	172
188	173
189	174
190	175
191	176
192	177
193	178
194	179
195	180
196	181
197	182
198	183
199	184
200	185
201	186
202	187
203	188
204	189
205	190
206	191
207	192
208	193
209	194
210	195
211	196
212	197
213	198
214	199
215	200
216	201
217	202
218	203
219	204
220	205
221	206
222	207
223	208
224	209
225	210
226	211
227	212
228	213
229	214
230	215
231	216
232	217
233	218
234	219
235	220
236	221
237	222
238	223
239	224
240	225
241	226
242	227
243	228
244	229
245	230
246	231
247	232
248	233
249	234
250	235
251	236
252	237
253	238
254	239
255	240
256	241
257	242
258	243
259	244
260	245
261	246
262	247
263	248
264	249
265	250
266	251
267	252
268	253
269	254
270	255
271	256
272	257
273	258
274	259
275	260
276	261
277	262
278	263
279	264
280	265
281	266
282	267
283	268
284	269
285	270
286	271
287	272
288	273
289	274
290	275
291	276
292	277
293	278
294	279
295	280
296	281
297	282
298	283
299	284
300	285
301	286
302	287
303	288
304	289
305	290
306	291
307	292
308	293
