0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	38
39	39
40	40
41	41
42	42
43	43
44	44
45	45
46	46
47	47
66	48
67	49
68	50
69	51
70	52
71	53
72	54
73	55
74	56
75	57
76	58
77	59
78	60
79	61
80	62
81	63
82	64
83	65
84	66
85	67
86	68
87	69
88	70
89	71
90	72
91	73
92	74
93	75
94	76
95	77
96	78
97	79
98	80
99	81
100	82
101	83
102	84
103	85
104	86
105	87
106	88
107	89
108	90
109	91
110	92
111	93
112	94
113	95
114	96
115	97
116	98
117	99
118	100
119	101
120	102
121	103
122	104
123	105
124	106
125	107
126	108
127	109
