1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	39
41	40
42	41
43	42
44	43
45	44
46	45
47	46
48	47
49	48
50	49
51	50
52	51
53	52
54	53
55	54
56	55
57	56
58	57
59	58
60	59
61	60
62	61
63	62
64	63
65	64
66	65
67	66
68	67
69	68
70	69
71	70
72	71
73	72
74	73
75	74
76	75
77	76
78	77
79	78
80	79
81	80
82	81
83	82
84	83
85	84
86	85
87	86
88	87
89	88
90	89
91	90
92	91
93	92
94	93
95	94
96	95
97	96
98	97
99	98
100	99
101	100
102	101
103	102
104	103
105	104
106	105
107	106
108	107
109	108
110	109
111	110
112	111
113	112
114	113
115	114
116	115
117	116
118	117
119	118
120	119
121	120
143	121
144	122
145	123
147	124
148	125
149	126
150	127
151	128
152	129
153	130
154	131
155	132
156	133
157	134
158	135
159	136
160	137
161	138
162	139
163	140
164	141
165	142
166	143
167	144
168	145
169	146
170	147
171	148
172	149
173	150
174	151
175	152
176	153
177	154
178	155
179	156
180	157
181	158
182	159
183	160
184	161
185	162
186	163
187	164
188	165
189	166
190	167
191	168
192	169
193	170
194	171
195	172
196	173
197	174
198	175
199	176
200	177
201	178
202	179
203	180
204	181
205	182
206	183
207	184
208	185
209	186
210	187
211	188
212	189
213	190
214	191
215	192
216	193
217	194
218	195
219	196
220	197
221	198
222	199
223	200
224	201
225	202
226	203
227	204
228	205
229	206
230	207
231	208
232	209
233	210
234	211
235	212
236	213
237	214
238	215
239	216
240	217
241	218
242	219
243	220
244	221
245	222
246	223
247	224
